song_id,valence_mean,valence_std,arousal_mean,arousal_std,test,validation,Q1,Q2,Q3,Q4
209,3.1,0.94,4.6,1.85,0,0,0,0,1,0
210,4.2,2.14,5.5,2.16,0,0,0,1,0,0
211,3.1,1.22,4.9,0.83,0,0,0,1,0,0
212,4.6,1.56,5.4,1.8,0,0,0,1,0,0
213,2.6,1.5,2.5,1.63,0,1,0,0,1,0
214,3.6,1.96,4.1,1.58,0,0,0,0,1,0
215,3.2,2.09,2.6,1.2,0,0,0,0,1,0
216,4.5,1.57,5.3,1.1,0,0,0,1,0,0
217,3.5,1.57,4.8,1.6,1,0,0,0,1,0
218,2.9,1.37,4.0,1.48,0,0,0,0,1,0
219,2.4,0.8,3.8,1.47,0,0,0,0,1,0
220,4.1,1.51,3.4,1.02,0,0,0,0,1,0
221,4.3,1.55,3.4,1.8,1,0,0,0,1,0
222,3.8,1.33,4.3,2.37,0,0,0,0,1,0
223,2.2,1.08,3.5,2.16,0,0,0,0,1,0
224,5.5,1.5,5.7,1.79,0,0,1,0,0,0
225,3.7,1.85,4.2,1.6,0,0,0,0,1,0
226,4.9,1.7,5.0,1.55,0,0,0,1,0,0
227,3.1,1.14,3.5,1.5,0,0,0,0,1,0
228,3.5,1.63,4.0,1.26,0,0,0,0,1,0
229,4.8,1.6,4.8,1.47,0,0,0,0,1,0
231,4.1,1.45,5.6,1.69,0,0,0,1,0,0
232,2.5,1.75,2.7,1.0,1,0,0,0,1,0
233,4.7,1.49,4.5,1.8,0,0,0,0,1,0
234,3.5,2.38,3.9,1.45,0,1,0,0,1,0
235,3.0,1.1,3.7,1.35,0,0,0,0,1,0
236,2.5,1.5,2.4,1.2,0,0,0,0,1,0
237,4.2,2.09,3.9,1.3,0,0,0,0,1,0
238,3.0,1.95,4.6,1.8,0,0,0,0,1,0
239,2.3,1.9,3.3,1.55,0,1,0,0,1,0
240,6.4,1.36,6.6,1.02,0,0,1,0,0,0
241,4.1,2.12,4.6,1.36,0,0,0,0,1,0
242,3.5,1.75,4.7,1.55,0,1,0,0,1,0
243,7.2,1.4,4.1,2.17,0,1,0,0,0,1
244,4.3,1.35,4.2,1.66,1,0,0,0,1,0
245,4.2,1.99,6.1,1.58,1,0,0,1,0,0
246,4.9,2.66,3.2,2.04,1,0,0,0,1,0
247,3.9,1.22,4.5,1.28,0,0,0,0,1,0
248,3.4,1.56,3.7,1.0,1,0,0,0,1,0
250,3.4,2.06,3.6,1.36,0,0,0,0,1,0
253,6.6,1.56,2.5,0.81,0,0,0,0,0,1
254,5.3,2.28,7.4,1.11,1,0,1,0,0,0
257,7.6,1.5,6.9,1.7,0,0,1,0,0,0
258,4.3,1.35,4.3,1.35,0,0,0,0,1,0
260,5.3,1.42,3.6,1.62,1,0,0,0,0,1
262,5.6,1.5,6.9,0.94,1,0,1,0,0,0
264,5.3,1.27,5.5,1.5,0,0,1,0,0,0
265,4.5,1.69,6.4,0.66,1,0,0,1,0,0
266,3.6,1.5,4.8,1.94,0,0,0,0,1,0
269,4.3,1.73,4.8,1.94,0,1,0,0,1,0
270,6.1,1.64,7.1,1.64,0,0,1,0,0,0
272,5.9,1.81,6.4,1.85,0,0,1,0,0,0
273,5.4,1.74,7.2,0.87,0,0,1,0,0,0
274,7.7,0.9,6.0,2.0,0,0,1,0,0,0
275,5.3,1.42,5.5,1.02,0,0,1,0,0,0
276,6.1,1.51,5.3,1.68,1,0,1,0,0,0
278,5.5,2.06,5.1,1.64,0,0,1,0,0,0
279,3.6,1.2,4.7,1.42,0,0,0,0,1,0
280,4.2,1.66,3.3,1.1,0,0,0,0,1,0
281,5.4,2.29,7.0,1.18,0,0,1,0,0,0
282,3.2,1.66,4.2,0.75,1,0,0,0,1,0
284,4.4,1.5,5.2,1.17,0,1,0,1,0,0
285,3.5,1.02,5.1,1.37,0,0,0,1,0,0
286,5.7,1.95,6.9,1.87,0,0,1,0,0,0
288,3.5,1.86,5.2,1.78,0,0,0,1,0,0
289,5.7,1.9,6.7,1.0,0,0,1,0,0,0
290,2.1,0.83,3.9,1.58,1,1,0,0,1,0
292,7.3,1.0,7.4,0.92,0,0,1,0,0,0
293,6.3,1.62,4.2,1.94,0,1,0,0,0,1
294,5.5,2.11,6.5,1.91,0,0,1,0,0,0
296,5.9,0.94,5.7,1.27,0,0,1,0,0,0
297,3.1,1.3,3.6,1.36,0,0,0,0,1,0
298,4.0,1.73,5.4,1.69,0,0,0,1,0,0
299,2.8,1.89,4.3,1.27,0,0,0,0,1,0
300,6.8,1.08,4.5,1.86,0,1,0,0,0,1
301,3.2,1.47,3.7,1.73,0,0,0,0,1,0
302,6.6,2.2,7.0,1.48,0,0,1,0,0,0
303,7.0,1.1,6.4,1.74,0,0,1,0,0,0
304,3.8,1.78,4.6,1.69,1,0,0,0,1,0
305,6.4,1.11,6.8,0.98,0,0,1,0,0,0
306,5.7,2.19,6.7,1.73,0,0,1,0,0,0
307,6.1,1.04,6.8,1.4,1,0,1,0,0,0
308,4.3,1.68,6.6,0.92,0,0,0,1,0,0
309,5.3,1.68,5.8,1.78,0,0,1,0,0,0
310,2.1,0.83,2.7,1.0,1,0,0,0,1,0
311,5.8,1.6,6.9,0.94,1,0,1,0,0,0
312,4.6,1.28,5.8,1.6,0,0,0,1,0,0
313,3.6,1.36,5.3,1.27,0,0,0,1,0,0
314,5.8,1.17,5.9,1.22,1,0,1,0,0,0
315,6.4,1.43,7.5,0.81,0,0,1,0,0,0
316,2.8,1.33,3.5,1.96,0,0,0,0,1,0
317,6.1,1.7,4.3,1.35,0,0,0,0,0,1
318,5.9,1.7,5.9,1.45,0,1,1,0,0,0
319,4.5,1.96,6.6,0.8,1,0,0,1,0,0
320,7.4,1.28,6.6,1.43,1,0,1,0,0,0
321,7.3,0.78,6.0,1.73,0,0,1,0,0,0
322,6.1,1.22,7.6,1.02,0,0,1,0,0,0
323,4.82,1.4,5.73,1.48,0,0,0,1,0,0
324,3.3,1.68,4.7,1.42,0,0,0,0,1,0
325,5.5,1.75,5.4,2.06,0,1,1,0,0,0
326,5.4,1.56,7.2,1.25,0,0,1,0,0,0
327,6.0,1.34,7.1,1.3,1,0,1,0,0,0
328,5.2,1.6,4.2,2.09,0,0,0,0,0,1
329,3.3,2.28,4.2,2.23,1,0,0,0,1,0
330,5.9,2.3,3.1,1.87,0,0,0,0,0,1
332,5.5,1.12,6.9,0.83,0,0,1,0,0,0
333,6.7,1.55,6.1,1.7,0,0,1,0,0,0
334,5.9,1.64,5.9,1.92,1,0,1,0,0,0
335,6.8,1.47,6.8,1.33,0,0,1,0,0,0
336,6.1,1.51,6.6,1.5,0,0,1,0,0,0
338,3.0,0.77,3.8,1.47,0,0,0,0,1,0
339,5.9,1.58,6.9,1.14,0,0,1,0,0,0
340,3.8,2.36,4.6,1.91,0,0,0,0,1,0
341,3.8,1.78,4.4,1.69,0,0,0,0,1,0
342,4.0,2.05,5.1,2.12,0,0,0,1,0,0
343,7.0,1.73,8.1,0.83,0,0,1,0,0,0
344,4.6,1.74,5.2,1.6,0,0,0,1,0,0
345,7.2,1.54,6.5,1.86,0,0,1,0,0,0
346,6.7,1.0,7.3,1.55,0,0,1,0,0,0
347,3.82,0.94,5.82,0.94,0,0,0,1,0,0
348,5.0,1.55,5.7,1.73,0,1,0,1,0,0
349,4.6,1.69,5.8,1.89,0,0,0,1,0,0
350,6.0,1.9,6.5,1.8,0,0,1,0,0,0
352,5.5,1.36,4.5,1.43,1,0,0,0,0,1
353,4.0,1.95,4.8,2.04,0,0,0,0,1,0
354,7.1,0.94,6.4,1.28,0,0,1,0,0,0
355,5.1,1.81,6.5,1.2,1,0,1,0,0,0
356,4.6,1.85,5.6,1.36,0,1,0,1,0,0
357,4.8,1.4,6.5,1.2,1,0,0,1,0,0
358,5.6,1.43,4.2,1.6,0,0,0,0,0,1
359,2.5,1.12,3.7,1.62,0,0,0,0,1,0
360,2.5,1.36,5.5,1.57,1,0,0,1,0,0
361,2.55,1.3,3.36,1.61,0,0,0,0,1,0
362,4.0,1.67,5.9,0.83,0,0,0,1,0,0
364,5.5,1.43,6.5,1.12,0,0,1,0,0,0
365,6.0,1.55,7.1,0.83,0,0,1,0,0,0
366,6.9,0.94,6.1,1.3,0,0,1,0,0,0
367,3.1,1.58,2.7,0.64,0,0,0,0,1,0
368,4.8,1.83,6.1,1.58,0,0,0,1,0,0
369,2.9,0.7,3.4,0.8,1,0,0,0,1,0
370,3.8,1.89,3.4,1.8,1,0,0,0,1,0
371,5.2,1.6,6.6,1.02,0,0,1,0,0,0
372,3.6,1.2,4.8,1.72,0,0,0,0,1,0
374,7.0,1.0,4.9,1.14,0,0,1,0,0,0
375,1.9,0.7,2.8,1.66,1,0,0,0,1,0
376,5.0,1.48,5.9,1.14,0,0,0,1,0,0
378,5.5,1.8,5.9,1.64,0,0,1,0,0,0
379,1.9,0.94,2.9,1.14,1,0,0,0,1,0
380,5.6,1.28,4.8,2.04,0,0,0,0,0,1
381,6.0,1.67,6.7,1.1,0,0,1,0,0,0
383,4.2,2.09,3.6,1.56,0,0,0,0,1,0
384,3.6,1.36,4.1,1.58,0,0,0,0,1,0
386,5.0,1.1,5.5,1.75,0,0,0,1,0,0
387,6.2,2.27,6.2,2.52,0,1,1,0,0,0
390,5.7,1.0,6.2,0.6,0,1,1,0,0,0
391,5.5,1.57,6.1,0.94,0,0,1,0,0,0
392,3.4,1.69,4.8,1.47,0,0,0,0,1,0
393,6.0,0.77,6.4,0.66,1,0,1,0,0,0
395,6.7,1.27,6.2,1.4,1,0,1,0,0,0
397,7.0,1.26,7.0,1.34,0,0,1,0,0,0
399,6.7,0.9,7.0,1.0,0,0,1,0,0,0
400,5.1,1.7,5.6,1.11,0,0,1,0,0,0
401,5.5,1.43,6.4,1.2,0,0,1,0,0,0
402,7.1,1.04,7.1,0.94,1,0,1,0,0,0
403,5.1,1.64,5.2,1.66,0,0,1,0,0,0
404,6.9,1.37,6.8,1.33,0,0,1,0,0,0
405,6.1,1.92,7.4,0.92,0,0,1,0,0,0
406,5.3,2.1,4.3,2.19,1,0,0,0,0,1
407,4.3,1.68,4.5,1.63,0,0,0,0,1,0
408,6.6,2.37,6.1,2.02,0,0,1,0,0,0
410,3.8,1.99,5.1,1.7,0,0,0,1,0,0
415,6.0,1.1,5.2,1.83,0,0,1,0,0,0
416,5.5,1.75,5.2,1.6,0,0,1,0,0,0
419,3.3,2.0,4.0,1.41,0,0,0,0,1,0
420,4.5,1.28,5.4,1.28,0,0,0,1,0,0
422,2.8,1.72,3.7,2.45,0,1,0,0,1,0
423,5.2,2.48,4.5,2.29,1,0,0,0,0,1
425,7.1,0.7,6.8,0.87,1,0,1,0,0,0
426,5.3,1.68,5.3,1.42,0,0,1,0,0,0
427,5.2,1.47,5.8,0.75,0,0,1,0,0,0
428,6.6,1.02,6.6,0.92,0,1,1,0,0,0
429,3.3,1.1,4.3,1.9,1,0,0,0,1,0
430,4.0,2.24,2.9,1.04,0,0,0,0,1,0
431,6.1,1.76,5.5,1.91,0,0,1,0,0,0
432,5.3,2.0,5.3,1.68,0,0,1,0,0,0
435,4.5,1.75,5.9,1.51,0,0,0,1,0,0
436,4.3,2.0,5.2,1.83,0,0,0,1,0,0
437,5.2,1.83,4.3,2.1,0,0,0,0,0,1
440,5.3,2.15,6.3,1.73,1,0,1,0,0,0
441,4.6,1.69,5.1,1.51,0,1,0,1,0,0
442,4.1,1.87,4.5,1.57,0,0,0,0,1,0
444,2.3,1.1,2.5,1.2,0,0,0,0,1,0
445,2.4,1.02,4.6,1.62,0,0,0,0,1,0
448,6.7,1.95,6.5,1.96,0,0,1,0,0,0
449,3.6,2.06,3.8,1.83,0,0,0,0,1,0
450,4.1,2.02,5.0,1.73,0,0,0,1,0,0
451,4.9,1.3,4.4,1.8,0,0,0,0,1,0
452,5.45,1.53,6.75,1.44,0,0,1,0,0,0
453,4.6,1.8,5.6,1.2,0,0,0,1,0,0
454,5.0,2.45,4.8,1.47,0,1,0,0,1,0
455,5.4,1.74,5.7,1.19,0,0,1,0,0,0
456,6.1,2.7,2.3,1.27,1,0,0,0,0,1
458,3.4,1.69,5.0,1.79,0,0,0,1,0,0
459,6.3,0.78,6.1,1.22,0,0,1,0,0,0
460,3.8,2.09,3.8,1.72,0,0,0,0,1,0
461,4.8,1.4,4.4,1.56,0,0,0,0,1,0
462,5.8,1.66,4.6,2.06,1,0,0,0,0,1
463,5.0,2.05,5.7,1.68,0,1,0,1,0,0
464,5.1,1.22,5.6,1.5,0,0,1,0,0,0
466,6.6,1.56,5.9,1.22,1,0,1,0,0,0
467,5.7,2.19,6.8,1.17,1,0,1,0,0,0
468,3.6,1.62,3.4,2.15,0,0,0,0,1,0
469,5.1,1.58,5.3,0.9,0,0,1,0,0,0
472,6.5,2.11,5.2,1.54,0,1,1,0,0,0
473,7.1,1.22,5.5,2.2,1,0,1,0,0,0
475,5.6,2.01,5.0,2.0,0,0,1,0,0,0
477,7.1,1.51,7.2,1.17,0,0,1,0,0,0
478,2.8,1.17,3.2,1.08,0,1,0,0,1,0
479,4.5,1.8,5.7,0.9,1,0,0,1,0,0
480,2.7,1.62,4.1,1.14,0,0,0,0,1,0
481,3.4,1.56,4.7,1.95,0,0,0,0,1,0
482,1.9,0.7,3.5,2.2,0,0,0,0,1,0
484,6.4,1.28,6.5,1.28,1,0,1,0,0,0
485,2.6,0.92,3.7,1.42,0,0,0,0,1,0
486,6.2,1.83,5.7,1.62,0,0,1,0,0,0
487,4.5,1.57,5.3,1.19,0,0,0,1,0,0
488,1.6,0.8,3.4,1.28,0,0,0,0,1,0
489,4.6,1.74,5.2,1.78,0,0,0,1,0,0
490,3.9,1.51,3.7,1.68,1,0,0,0,1,0
492,4.4,1.91,4.8,1.72,0,0,0,0,1,0
493,3.7,1.55,4.9,1.14,0,0,0,1,0,0
494,3.7,1.62,4.1,1.7,0,0,0,0,1,0
496,4.7,2.15,5.9,1.81,0,0,0,1,0,0
497,6.2,1.54,5.7,2.24,0,0,1,0,0,0
498,2.9,1.87,2.8,1.47,0,0,0,0,1,0
499,3.6,1.56,3.6,1.56,0,0,0,0,1,0
500,6.0,1.79,5.2,1.66,1,0,1,0,0,0
501,2.5,1.12,4.4,0.92,0,0,0,0,1,0
502,4.8,1.78,4.6,1.62,0,0,0,0,1,0
503,5.8,1.66,6.4,1.02,0,0,1,0,0,0
504,4.8,0.87,4.0,0.77,0,0,0,0,1,0
506,2.9,0.94,4.1,1.37,0,0,0,0,1,0
507,4.9,1.14,4.8,1.17,0,1,0,0,1,0
512,5.1,1.7,5.4,1.91,0,0,1,0,0,0
513,3.1,1.64,4.2,1.47,0,0,0,0,1,0
514,4.3,1.85,5.8,1.89,0,0,0,1,0,0
515,3.8,1.4,3.4,1.2,1,0,0,0,1,0
518,4.1,1.7,3.4,1.11,0,0,0,0,1,0
519,6.8,1.83,5.3,1.79,1,0,1,0,0,0
520,4.0,1.55,5.5,1.36,1,0,0,1,0,0
521,3.8,1.54,4.6,2.06,0,1,0,0,1,0
522,3.5,2.11,2.7,0.9,0,0,0,0,1,0
523,5.1,1.7,5.9,1.87,0,0,1,0,0,0
524,3.3,1.27,4.0,1.1,0,0,0,0,1,0
525,4.3,1.55,4.8,1.99,0,0,0,0,1,0
527,4.0,1.67,5.7,1.95,0,0,0,1,0,0
529,4.7,1.55,5.8,1.17,0,0,0,1,0,0
530,3.3,1.42,3.5,1.57,1,0,0,0,1,0
535,6.1,2.02,6.5,1.69,1,0,1,0,0,0
536,5.1,1.37,4.5,0.81,0,1,0,0,0,1
537,5.0,2.45,2.6,1.8,0,0,0,0,1,0
540,4.1,1.87,4.4,1.5,1,0,0,0,1,0
544,4.8,2.14,4.5,1.75,0,0,0,0,1,0
547,3.4,1.85,4.8,2.09,0,0,0,0,1,0
550,4.2,1.78,5.9,1.87,1,0,0,1,0,0
551,3.2,1.47,4.0,1.41,0,0,0,0,1,0
554,2.8,2.27,5.0,2.37,0,0,0,1,0,0
555,5.2,1.6,4.8,1.66,0,0,0,0,0,1
556,5.6,2.06,6.1,1.64,0,0,1,0,0,0
558,2.8,1.83,3.2,1.66,0,0,0,0,1,0
560,2.9,1.22,4.6,1.62,0,0,0,0,1,0
561,6.9,0.7,7.0,0.89,0,0,1,0,0,0
564,4.7,1.68,4.9,1.64,0,1,0,1,0,0
565,3.1,1.51,3.0,1.0,0,0,0,0,1,0
568,5.4,1.5,3.1,1.37,0,0,0,0,0,1
574,4.5,2.06,4.8,1.94,0,0,0,0,1,0
577,5.6,1.56,5.5,1.28,0,0,1,0,0,0
579,3.1,1.92,3.2,1.33,0,0,0,0,1,0
580,2.4,1.02,4.4,1.28,0,0,0,0,1,0
581,5.3,1.19,6.0,1.0,0,0,1,0,0,0
582,3.1,1.37,4.9,1.64,0,1,0,1,0,0
584,2.5,1.12,2.4,0.8,0,0,0,0,1,0
585,4.0,1.41,4.2,1.66,0,0,0,0,1,0
586,5.2,1.4,5.9,0.7,0,0,1,0,0,0
591,5.7,1.68,6.2,2.09,0,0,1,0,0,0
592,5.45,1.08,5.09,2.11,0,0,1,0,0,0
594,4.2,1.83,3.1,1.51,1,0,0,0,1,0
